,GEOID,rent_tenure,MEDGRENT,GEOID2,rent_imputed
177,27037060104,52.43531202,897,27037060104,
178,27037060105,53.71900826,918,27037060105,
179,27053023700,9.302325581,1919,27053023700,
180,27053023802,18.94005213,1607,27053023802,
181,27053023801,14.15525114,1223,27053023801,
182,27053011704,6.023166023,1362,27053011704,
183,27163071016,3.615279673,1712,27163071016,
184,27053023502,19.91794107,1181,27053023502,
185,27053026104,45.65306963,1317,27053026104,
186,27163071014,1.595358956,,27163071014,1546.5
187,27163071012,35.66402814,1415,27163071012,
188,27053027504,6.102941176,1614,27053027504,
189,27053026208,12.08881579,1450,27053026208,
190,27053027503,6.12745098,1239,27053027503,
191,27053027700,4.808226793,1612,27053027700,
192,27053026207,33.96533044,983,27053026207,
193,27053012101,42.41486068,929,27053012101,
194,27037060201,13.52418559,1101,27037060201,
195,27037060202,37.60913365,853,27037060202,
196,27123042503,2.849264706,,27123042503,1152.5
197,27053027501,36.1487965,890,27053027501,
198,27163071015,20.59055118,1588,27163071015,
199,27053026103,9.090909091,1116,27053026103,
200,27053026205,12.03125,745,27053026205,
201,27163071013,9.877175026,1330,27163071013,
202,27053023400,56.93481276,1093,27053023400,
203,27053023600,6.821480406,1520,27053023600,
204,27053026206,30.27989822,1056,27053026206,
205,27053023501,34.07290016,1331,27053023501,
206,27053023400,56.93481276,1093,27053023400,
207,27053027400,7.75862069,2285,27053027400,
208,27037060101,25.72196105,838,27037060101,
209,27053026201,12.22410866,2266,27053026201,
210,27037060102,29.20203735,742,27037060102,
211,27163071001,39.22114047,1158,27163071001,
212,27053023300,60.31406138,846,27053023300,
213,27053027602,26.23074032,960,27053027602,
214,27053022902,5.815602837,1153,27053022902,
215,27163071017,18.73393316,1604,27163071017,
216,27163071010,16.74300254,1401,27163071010,
217,27163071006,32.5627152,1374,27163071006,
218,27053023000,56.52531906,1242,27053023000,
219,27123042504,21.1900425,1160,27123042504,
220,27053023100,7.418397626,1554,27053023100,
221,27053026202,10.12765957,2069,27053026202,
222,27053027203,41.2345679,1098,27053027203,
223,27163071011,5.561277034,2000,27163071011,
224,27053023200,75.61551433,1008,27053023200,
225,27053026101,9.826152683,1907,27053026101,
226,27053022901,53.14885496,1398,27053022901,
227,27053026302,7.214285714,1882,27053026302,
228,27053122500,37.26744186,1337,27053122500,
229,27053022302,48.04432855,940,27053022302,
230,27053027601,25.11749347,805,27053027601,
231,27053122600,14.85714286,1175,27053122600,
232,27053022301,30.45774648,1636,27053022301,
233,27053026402,48.69664852,1180,27053026402,
234,27053022700,41.16174261,925,27053022700,
235,27053026301,36.20991254,1368,27053026301,
236,27053026404,30.55555556,1517,27053026404,
237,27053027201,10.04636785,1419,27053027201,
238,27053022802,74.83741871,1030,27053022802,
239,27163070910,10.99575271,1279,27163070910,
240,27123042501,32.21532091,1068,27123042501,
241,27163070406,8.583106267,963,27163070406,
242,27163070701,19.74617395,2399,27163070701,
243,27053027300,39.22290389,1006,27053027300,
244,27053022400,25.51319648,963,27053022400,
245,27053022801,5.38277512,1758,27053022801,
246,27053022200,35.65961279,1236,27053022200,
247,27053022102,41.76646707,869,27053022102,
248,27053022101,38.68613139,1076,27053022101,
249,27053022000,41.05769231,1127,27053022000,
250,27163070912,49.41348974,778,27163070912,
251,27163070909,9.225621415,1447,27163070909,
252,27053021800,29.67741935,1703,27053021800,
253,27053021900,25.4723127,1233,27053021900,
254,27163070911,27.57936508,1157,27163070911,
255,27053026403,59.40652819,1322,27053026403,
256,27123042001,65.98465473,882,27123042001,
257,27053026609,3.950617284,1684,27053026609,
258,27053026507,45.32085561,1285,27053026507,
259,27053026610,10.1734104,1185,27053026610,
260,27053027002,14.56674473,885,27053027002,
261,27053027202,29.84084881,952,27053027202,
262,27123042402,27.7124183,1115,27123042402,
263,27053026606,24.55590387,1150,27053026606,
264,27053021602,37.05772812,1080,27053021602,
265,27053021601,17.19811814,1359,27053021601,
266,27123041900,30.20090732,1056,27123041900,
267,27053021700,14.4469526,1789,27053021700,
268,27123042002,48.45283019,904,27123042002,
269,27163070906,12.20679751,1248,27163070906,
270,27163070704,26.12330199,955,27163070704,
271,27123042202,38.221999,1084,27123042202,
272,27123042302,28.21466525,853,27123042302,
273,27053026514,62.04410517,1227,27053026514,
274,27123042201,14.1509434,1161,27123042201,
275,27053026512,40.38245219,1086,27053026512,
276,27123041800,30.97663271,1001,27123041800,
277,27123041602,51.6092603,880,27123041602,
278,27123041700,28.81969587,831,27123041700,
279,27163070405,2.496878901,,27163070405,1312.8
280,27123042700,27.5829827,893,27123042700,
281,27053026611,28.09123649,1310,27053026611,
282,27053026505,26.48790059,1478,27053026505,
283,27123041301,28.12852311,867,27123041301,
284,27053027101,7.659574468,1261,27053027101,
285,27053020102,25.94178082,1135,27053020102,
286,27053021400,26.05421687,1014,27053021400,
287,27123042101,39.88212181,904,27123042101,
288,27163070907,36.42384106,1059,27163070907,
289,27123041601,23.3924612,989,27123041601,
290,27053021002,47.59776536,1092,27053021002,
291,27123042602,31.93193193,490,27123042602,
292,27053021505,41.06100796,1032,27053021505,
293,27123041500,21.48566055,956,27123041500,
294,27123042102,27.53147236,880,27123042102,
295,27123041302,48.91435464,1604,27123041302,
296,27123041400,44.92859758,979,27123041400,
297,27123042301,3.451109285,542,27123042301,
298,27053021001,28.07507987,949,27053021001,
299,27123042401,47.32965009,1190,27123042401,
300,27123042601,34.21750663,853,27123042601,
301,27053021200,18.20030503,1154,27053021200,
302,27053026605,6.064880113,1275,27053026605,
303,27163070703,31.10047847,811,27163070703,
304,27053021300,53.82045929,866,27053021300,
305,27053020902,9.222222222,1443,27053020902,
306,27053021504,27.76261937,812,27053021504,
307,27053026511,57.44029394,982,27053026511,
308,27053026613,12.68781302,1721,27053026613,
309,27053020101,7.367549669,1580,27053020101,
310,27053021100,28.16568047,800,27053021100,
311,27163070303,16.04010025,965,27163070303,
312,27053026612,18.57622244,1492,27053026612,
313,27053026509,5.295774648,1668,27053026509,
314,27053020903,12.08967174,1354,27053020903,
315,27123040402,22.92202228,1151,27123040402,
316,27053021503,41.60619255,835,27053021503,
317,27003051206,36.07655502,811,27003051206,
318,27123041107,52.34107347,929,27123041107,
319,27003051502,41.43730887,903,27003051502,
320,27123040604,25.87601078,1007,27123040604,
321,27163070602,26.09022556,934,27163070602,
322,27123040803,13.04347826,1173,27123040803,
323,27003051400,31.15942029,857,27003051400,
324,27163070601,21.8579235,989,27163070601,
325,27123041103,64.4057623,969,27123041103,
326,27053026510,36.88340807,1337,27053026510,
327,27123040704,39.51296151,1102,27123040704,
328,27003051501,46.5942029,784,27003051501,
329,27053020700,17.04142012,1199,27053020700,
330,27053020400,42.76762402,970,27053020400,
331,27053020804,39.79183347,1016,27053020804,
332,27163070304,20.08196721,1217,27163070304,
333,27053021502,66.83260734,907,27053021502,
334,27003051302,26.88821752,855,27003051302,
335,27003051305,24.39759036,1009,27003051305,
336,27003051304,40.11976048,920,27003051304,
337,27123040401,15.63658838,976,27123040401,
338,27123040302,24.93237151,866,27123040302,
339,27123041106,26.13314448,943,27123041106,
340,27053026508,23.09331061,1582,27053026508,
341,27163070502,27.36368184,959,27163070502,
342,27053020500,17.12662338,1029,27053020500,
343,27123041200,52.70419426,835,27123041200,
344,27163070501,9.684857802,1489,27163070501,
345,27123040503,27.80373832,1081,27123040503,
346,27053021502,66.83260734,907,27053021502,
347,27053020801,22.52559727,1181,27053020801,
348,27123040703,18.00840608,1270,27123040703,
349,27053021501,43.90532544,1046,27053021501,
350,27053020200,55.10132774,899,27053020200,
351,27053020304,38.23529412,951,27053020304,
352,27053020600,30.52995392,1148,27053020600,
353,27123040801,12.03007519,1608,27123040801,
354,27003051203,33.59929078,847,27003051203,
355,27163070404,3.805970149,1394,27163070404,
356,27123041104,29.34537246,1509,27123041104,
357,27123041105,20.34707158,1517,27123041105,
358,27123040301,5.974025974,1707,27123040301,
359,27123040603,3.851203501,1119,27123040603,
360,27053026712,21.10279101,1187,27053026712,
361,27053020303,15.91836735,1217,27053020303,
362,27053026713,18.63291139,1294,27053026713,
363,27053027102,5.80270793,1321,27053027102,
364,27053026807,37.01821262,946,27053026807,
365,27053026715,9.009360374,1786,27053026715,
366,27053026809,73.78277154,932,27053026809,
367,27003051201,58.77403846,875,27003051201,
368,27003051202,31.21257485,903,27003051202,
369,27053026711,14.89051095,1439,27053026711,
370,27053020301,19.65065502,1415,27053020301,
371,27123040200,33.85214008,1123,27123040200,
372,27163070301,2.823179792,1063,27163070301,
373,27123040502,33.98058252,872,27123040502,
374,27053020302,42.20779221,944,27053020302,
375,27053026818,30.03374578,860,27053026818,
376,27123040504,43.91475042,1121,27123040504,
377,27123040601,17.70700637,2408,27123040601,
378,27123040707,14.07089151,1491,27123040707,
379,27053026819,75.08992806,813,27053026819,
380,27053026716,1.913875598,,27053026716,1563
381,27053026815,22.64150943,896,27053026815,
382,27003051102,19.03052065,948,27003051102,
383,27003051103,36.29749394,960,27003051103,
384,27003051101,44.84088717,1039,27003051101,
385,27053026811,22.92657158,1509,27053026811,
386,27053026810,44.8582996,887,27053026810,
387,27123040902,46.60606061,891,27123040902,
388,27053026814,6.292134831,,27053026814,1171.5
389,27123040100,8.041594454,1184,27123040100,
390,27053026710,27.37868696,1575,27053026710,
391,27123041002,35.22807018,812,27123041002,
392,27053026816,20.20790021,1207,27053026816,
393,27053026714,23.30426357,1452,27053026714,
394,27003051002,15.2862363,794,27003051002,
395,27123040705,6.751054852,1526,27123040705,
396,27123040901,8.551881414,1044,27123040901,
397,27003051001,37.62458472,933,27003051001,
398,27123041001,15.37890045,936,27123041001,
399,27053026822,8.367346939,1382,27053026822,
400,27123040706,4.398826979,1702,27123040706,
401,27053026812,9.544851966,1488,27053026812,
402,27053026823,1.165980796,,27053026823,1370.8
403,27053026702,47.14946071,934,27053026702,
404,27053026708,12.5,1292,27053026708,
405,27003050709,12.67605634,1321,27003050709,
406,27053026707,3.875968992,1564,27053026707,
407,27163070204,8.344312692,1400,27163070204,
408,27053026820,7.783837382,1588,27053026820,
409,27003050813,9.596774194,950,27003050813,
410,27003050811,18.56,807,27003050811,
411,27003050236,3.708791209,1847,27003050236,
412,27003050710,27.34212353,1146,27003050710,
413,27003050230,1.436031332,,27003050230,1333.625
414,27003050902,17.93874575,1171,27003050902,
415,27003050706,41.40221402,1114,27003050706,
416,27003050237,10.42171595,1033,27003050237,
417,27003050901,33.84813385,887,27003050901,
418,27003050810,16.52719665,1250,27003050810,
419,27053026706,5.346127485,1491,27053026706,
420,27003050606,50.22988506,913,27003050606,
421,27003050816,17.64383562,981,27003050816,
422,27003050809,15.52631579,951,27003050809,
423,27003050605,24.62448794,1039,27003050605,
424,27163070203,14.77588872,1241,27163070203,
425,27003050607,36.0898138,1023,27003050607,
426,27053026909,15.7715066,1256,27053026909,
427,27053026906,8.179886686,1534,27053026906,
428,27003050232,10.87435709,1177,27003050232,
429,27003050229,10.81081081,1518,27003050229,
430,27053026908,7.378472222,1286,27053026908,
431,27003050608,32.85854617,986,27003050608,
432,27053026910,5.943863511,1041,27053026910,
433,27053026907,14.14681575,1135,27053026907,
434,27003050808,19.50394589,945,27003050808,
435,27003050821,9.959141982,1713,27003050821,
436,27003050704,12.54089422,1154,27003050704,
437,27003050807,6.740792217,1292,27003050807,
438,27003050819,17.38857502,1821,27003050819,
439,27003050702,12.2923588,1377,27003050702,
440,27003050610,24.85160269,1099,27003050610,
441,27003050806,13.3877551,1260,27003050806,
442,27053026903,33.96880416,940,27053026903,
443,27003050602,38.82224646,1088,27003050602,
444,27003050504,50.12765957,954,27003050504,
445,27003050233,10.52173913,1467,27003050233,
446,27003050820,10.61299177,,27003050820,1464
447,27003050712,25.30612245,1143,27003050712,
448,27003050609,15.05016722,1272,27003050609,
449,27003050711,3.277745831,1202,27003050711,
450,27003050818,8.403755869,1453,27003050818,
451,27003050501,57.91556728,842,27003050501,
452,27003050402,55.82998277,1044,27003050402,
453,27003050805,14.89361702,1073,27003050805,
454,27003050707,8.461180846,1675,27003050707,
455,27003050401,34.35527502,790,27003050401,
456,27003050505,35.17745303,985,27003050505,
457,27163070106,10.40145985,1304,27163070106,
458,27003050210,6.253988513,1320,27003050210,
459,27003050208,12.22707424,1667,27003050208,
460,27003050227,24.96855346,1431,27003050227,
461,27003050228,14.50617284,1230,27003050228,
462,27003050222,1.805474665,1734,27003050222,
463,27003050219,1.762523191,,27003050219,1433.5
464,27003050220,19.5329087,1694,27003050220,
465,27003050226,18.87800534,1342,27003050226,
466,27003050221,5.802968961,1378,27003050221,
467,27003050223,4.435058078,1367,27003050223,
468,27003050225,6.374133949,1713,27003050225,
469,27163070105,3.493191237,1125,27163070105,
470,27003050224,2.977232925,1688,27003050224,
471,27163070104,31.66118421,1091,27163070104,
472,27163070103,50.86628165,942,27163070103,
473,27003050110,3.811434303,1292,27003050110,
474,27003050111,7.887517147,1139,27003050111,
475,27003050109,3.729355354,1563,27003050109,
